State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Madhya Pradesh,TIKAMGARH,Small millets,2005,Kharif     ,1443,462,0.32
Madhya Pradesh,TIKAMGARH,Small millets,2006,Kharif     ,1800,379,0.21
Madhya Pradesh,TIKAMGARH,Small millets,2007,Whole Year ,74,12,0.16
Madhya Pradesh,TIKAMGARH,Small millets,2008,Whole Year ,1489,453,0.3
Madhya Pradesh,TIKAMGARH,Small millets,2009,Kharif     ,955,279,0.29
Madhya Pradesh,TIKAMGARH,Small millets,2010,Kharif     ,838,258,0.31
Madhya Pradesh,TIKAMGARH,Small millets,2011,Kharif     ,626,115,0.18
Madhya Pradesh,TIKAMGARH,Small millets,2012,Kharif     ,290,53,0.18
Madhya Pradesh,TIKAMGARH,Small millets,2013,Kharif     ,164,51,0.31
Madhya Pradesh,TIKAMGARH,Small millets,2017,Kharif     ,20,10,0.5
Madhya Pradesh,UJJAIN,Small millets,2001,Kharif     ,1,0,0
Madhya Pradesh,UMARIA,Small millets,1998,Kharif     ,23700,7600,0.32
Madhya Pradesh,UMARIA,Small millets,2000,Kharif     ,22260,2660,0.12
Madhya Pradesh,UMARIA,Small millets,2001,Kharif     ,21799,5887,0.27
Madhya Pradesh,UMARIA,Small millets,2002,Kharif     ,209146,4168,0.02
Madhya Pradesh,UMARIA,Small millets,2003,Kharif     ,19959,7569,0.38
Madhya Pradesh,UMARIA,Small millets,2004,Kharif     ,19517,6861,0.35
Madhya Pradesh,UMARIA,Small millets,2005,Kharif     ,8,2,0.25
Madhya Pradesh,UMARIA,Small millets,2006,Kharif     ,17908,4690,0.26
Madhya Pradesh,UMARIA,Small millets,2008,Whole Year ,15191,3991,0.26
Madhya Pradesh,UMARIA,Small millets,2009,Kharif     ,14232,4480,0.31
Madhya Pradesh,UMARIA,Small millets,2010,Kharif     ,13722,5784,0.42
Madhya Pradesh,UMARIA,Small millets,2011,Kharif     ,13973,5107,0.37
Madhya Pradesh,UMARIA,Small millets,2012,Kharif     ,12389,5830,0.47
Madhya Pradesh,UMARIA,Small millets,2013,Kharif     ,10073,8431,0.84
Madhya Pradesh,UMARIA,Small millets,2014,Kharif     ,7000,4000,0.57
Madhya Pradesh,UMARIA,Small millets,2015,Kharif     ,9000,6000,0.67
Madhya Pradesh,UMARIA,Small millets,2016,Kharif     ,9000,9000,1
Madhya Pradesh,UMARIA,Small millets,2017,Kharif     ,7720,9180,1.19
Madhya Pradesh,UMARIA,Small millets,2018,Kharif     ,9177,6369,0.69
Madhya Pradesh,UMARIA,Small millets,2019,Kharif     ,4455,4856,1.09
Madhya Pradesh,VIDISHA,Small millets,2000,Kharif     ,376,113,0.3
Madhya Pradesh,VIDISHA,Small millets,2001,Kharif     ,366,120,0.33
Madhya Pradesh,VIDISHA,Small millets,2002,Kharif     ,444,125,0.28
Madhya Pradesh,VIDISHA,Small millets,2003,Kharif     ,397,128,0.32
Madhya Pradesh,VIDISHA,Small millets,2004,Kharif     ,342,111,0.32
Madhya Pradesh,VIDISHA,Small millets,2005,Kharif     ,175,111,0.63
Madhya Pradesh,VIDISHA,Small millets,2006,Kharif     ,276,164,0.59
Madhya Pradesh,VIDISHA,Small millets,2006,Rabi       ,182,,0
Madhya Pradesh,VIDISHA,Small millets,2008,Whole Year ,287,88,0.31
Madhya Pradesh,VIDISHA,Small millets,2009,Kharif     ,200,71,0.36
Madhya Pradesh,VIDISHA,Small millets,2009,Rabi       ,116,32,0.28
Madhya Pradesh,VIDISHA,Small millets,2010,Kharif     ,289,89,0.31
Madhya Pradesh,VIDISHA,Small millets,2011,Kharif     ,112,77,0.69
Madhya Pradesh,VIDISHA,Small millets,2012,Kharif     ,147,75,0.51
Madhya Pradesh,VIDISHA,Small millets,2013,Kharif     ,81,28,0.35
Madhya Pradesh,VIDISHA,Small millets,2015,Kharif     ,1000,395,0.4
Madhya Pradesh,VIDISHA,Small millets,2016,Kharif     ,1000,1000,1
Madhya Pradesh,AGAR MALWA,Soyabean,2013,Kharif     ,137322,80718,0.59
Madhya Pradesh,AGAR MALWA,Soyabean,2015,Kharif     ,129000,98000,0.76
Madhya Pradesh,AGAR MALWA,Soyabean,2016,Kharif     ,133000,171000,1.29
Madhya Pradesh,AGAR MALWA,Soyabean,2017,Kharif     ,113390,147410,1.3
Madhya Pradesh,AGAR MALWA,Soyabean,2018,Kharif     ,166167,139248,0.84
Madhya Pradesh,AGAR MALWA,Soyabean,2019,Kharif     ,171309,120259,0.7
Madhya Pradesh,ALIRAJPUR,Soyabean,2008,Kharif     ,11244,8536,0.76
Madhya Pradesh,ALIRAJPUR,Soyabean,2009,Whole Year ,14367,9770,0.68
Madhya Pradesh,ALIRAJPUR,Soyabean,2010,Kharif     ,15590,12022,0.77
Madhya Pradesh,ALIRAJPUR,Soyabean,2011,Kharif     ,15785,11507,0.73
Madhya Pradesh,ALIRAJPUR,Soyabean,2012,Kharif     ,16206,15787,0.97
Madhya Pradesh,ALIRAJPUR,Soyabean,2013,Kharif     ,16990,8793,0.52
Madhya Pradesh,ALIRAJPUR,Soyabean,2014,Kharif     ,55000,100000,1.82
Madhya Pradesh,ALIRAJPUR,Soyabean,2015,Kharif     ,23000,21000,0.91
Madhya Pradesh,ALIRAJPUR,Soyabean,2016,Kharif     ,20000,26000,1.3
Madhya Pradesh,ALIRAJPUR,Soyabean,2017,Kharif     ,16500,20310,1.23
Madhya Pradesh,ALIRAJPUR,Soyabean,2018,Kharif     ,22217,16529,0.74
Madhya Pradesh,ALIRAJPUR,Soyabean,2019,Kharif     ,38641,17929,0.46
Madhya Pradesh,ANUPPUR,Soyabean,2003,Kharif     ,1409,709,0.5
Madhya Pradesh,ANUPPUR,Soyabean,2004,Kharif     ,1204,544,0.45
Madhya Pradesh,ANUPPUR,Soyabean,2005,Kharif     ,1274,636,0.5
Madhya Pradesh,ANUPPUR,Soyabean,2006,Kharif     ,1321,643,0.49
Madhya Pradesh,ANUPPUR,Soyabean,2007,Kharif     ,1805,597,0.33
Madhya Pradesh,ANUPPUR,Soyabean,2008,Kharif     ,2071,1142,0.55
Madhya Pradesh,ANUPPUR,Soyabean,2009,Whole Year ,2474,912,0.37
Madhya Pradesh,ANUPPUR,Soyabean,2010,Kharif     ,3025,1217,0.4
Madhya Pradesh,ANUPPUR,Soyabean,2011,Kharif     ,3444,1418,0.41
Madhya Pradesh,ANUPPUR,Soyabean,2012,Kharif     ,4657,4349,0.93
Madhya Pradesh,ANUPPUR,Soyabean,2013,Kharif     ,5843,4585,0.78
Madhya Pradesh,ANUPPUR,Soyabean,2014,Kharif     ,13000,16000,1.23
Madhya Pradesh,ANUPPUR,Soyabean,2015,Kharif     ,6000,3000,0.5
Madhya Pradesh,ANUPPUR,Soyabean,2016,Kharif     ,6000,8000,1.33
Madhya Pradesh,ANUPPUR,Soyabean,2017,Kharif     ,5700,4410,0.77
Madhya Pradesh,ANUPPUR,Soyabean,2018,Kharif     ,3730,2618,0.7
Madhya Pradesh,ANUPPUR,Soyabean,2019,Kharif     ,3284,2374,0.72
Madhya Pradesh,ASHOKNAGAR,Soyabean,2003,Kharif     ,46269,44370,0.96
Madhya Pradesh,ASHOKNAGAR,Soyabean,2004,Kharif     ,58355,51007,0.87
Madhya Pradesh,ASHOKNAGAR,Soyabean,2005,Kharif     ,42293,43586,1.03
Madhya Pradesh,ASHOKNAGAR,Soyabean,2006,Kharif     ,45759,45262,0.99
Madhya Pradesh,ASHOKNAGAR,Soyabean,2007,Kharif     ,48466,52085,1.07
Madhya Pradesh,ASHOKNAGAR,Soyabean,2008,Kharif     ,53336,59436,1.11
Madhya Pradesh,ASHOKNAGAR,Soyabean,2009,Whole Year ,65199,72942,1.12
Madhya Pradesh,ASHOKNAGAR,Soyabean,2010,Kharif     ,65780,84245,1.28
Madhya Pradesh,ASHOKNAGAR,Soyabean,2011,Kharif     ,108023,127275,1.18
Madhya Pradesh,ASHOKNAGAR,Soyabean,2012,Kharif     ,118835,247776,2.09
Madhya Pradesh,ASHOKNAGAR,Soyabean,2013,Kharif     ,162861,152419,0.94
Madhya Pradesh,ASHOKNAGAR,Soyabean,2014,Kharif     ,165000,120000,0.73
Madhya Pradesh,ASHOKNAGAR,Soyabean,2015,Kharif     ,145000,192000,1.32
Madhya Pradesh,ASHOKNAGAR,Soyabean,2016,Kharif     ,137000,89000,0.65
Madhya Pradesh,ASHOKNAGAR,Soyabean,2017,Kharif     ,140800,145020,1.03
Madhya Pradesh,ASHOKNAGAR,Soyabean,2018,Kharif     ,177652,264879,1.49
Madhya Pradesh,ASHOKNAGAR,Soyabean,2019,Kharif     ,265531,340411,1.28
Madhya Pradesh,BALAGHAT,Soyabean,1997,Kharif     ,300,400,1.33
Madhya Pradesh,BALAGHAT,Soyabean,1998,Kharif     ,300,300,1
Madhya Pradesh,BALAGHAT,Soyabean,1999,Kharif     ,275,323,1.17
Madhya Pradesh,BALAGHAT,Soyabean,2000,Kharif     ,197,235,1.19
Madhya Pradesh,BALAGHAT,Soyabean,2001,Kharif     ,181,230,1.27
Madhya Pradesh,BALAGHAT,Soyabean,2002,Kharif     ,150,180,1.2
Madhya Pradesh,BALAGHAT,Soyabean,2003,Kharif     ,138,199,1.44
Madhya Pradesh,BALAGHAT,Soyabean,2004,Kharif     ,125,162,1.3
Madhya Pradesh,BALAGHAT,Soyabean,2005,Kharif     ,115,167,1.45
Madhya Pradesh,BALAGHAT,Soyabean,2006,Kharif     ,104,129,1.24
Madhya Pradesh,BALAGHAT,Soyabean,2007,Kharif     ,109,119,1.09
Madhya Pradesh,BALAGHAT,Soyabean,2008,Kharif     ,97,115,1.19
Madhya Pradesh,BALAGHAT,Soyabean,2009,Whole Year ,116,142,1.22
Madhya Pradesh,BALAGHAT,Soyabean,2010,Kharif     ,93,162,1.74
Madhya Pradesh,BALAGHAT,Soyabean,2011,Kharif     ,58,98,1.69
Madhya Pradesh,BALAGHAT,Soyabean,2012,Kharif     ,44,60,1.36
Madhya Pradesh,BALAGHAT,Soyabean,2013,Kharif     ,45,32,0.71
Madhya Pradesh,BALAGHAT,Soyabean,2017,Kharif     ,10,10,1
Madhya Pradesh,BALAGHAT,Soyabean,2018,Kharif     ,1,1,1
Madhya Pradesh,BALAGHAT,Soyabean,2019,Kharif     ,1,1,1
Madhya Pradesh,BARWANI,Soyabean,1998,Kharif     ,25300,14200,0.56
Madhya Pradesh,BARWANI,Soyabean,1999,Kharif     ,29867,9930,0.33
Madhya Pradesh,BARWANI,Soyabean,2000,Kharif     ,28504,10686,0.37
Madhya Pradesh,BARWANI,Soyabean,2001,Kharif     ,27842,13406,0.48
Madhya Pradesh,BARWANI,Soyabean,2002,Kharif     ,20852,11868,0.57
Madhya Pradesh,BARWANI,Soyabean,2003,Kharif     ,25521,19192,0.75
Madhya Pradesh,BARWANI,Soyabean,2004,Kharif     ,26877,14187,0.53
Madhya Pradesh,BARWANI,Soyabean,2005,Kharif     ,30990,11036,0.36
Madhya Pradesh,BARWANI,Soyabean,2006,Kharif     ,29572,10505,0.36
Madhya Pradesh,BARWANI,Soyabean,2007,Kharif     ,29679,12332,0.42
Madhya Pradesh,BARWANI,Soyabean,2008,Kharif     ,31171,13750,0.44
Madhya Pradesh,BARWANI,Soyabean,2009,Whole Year ,31404,14556,0.46
Madhya Pradesh,BARWANI,Soyabean,2010,Kharif     ,33138,9509,0.29
Madhya Pradesh,BARWANI,Soyabean,2011,Kharif     ,35375,12315,0.35
Madhya Pradesh,BARWANI,Soyabean,2012,Kharif     ,37511,76924,2.05
Madhya Pradesh,BARWANI,Soyabean,2013,Kharif     ,37886,39626,1.05
Madhya Pradesh,BARWANI,Soyabean,2014,Kharif     ,180000,240000,1.33
Madhya Pradesh,BARWANI,Soyabean,2015,Kharif     ,34000,37000,1.09
Madhya Pradesh,BARWANI,Soyabean,2016,Kharif     ,36000,51000,1.42
Madhya Pradesh,BARWANI,Soyabean,2017,Kharif     ,35600,49840,1.4
Madhya Pradesh,BARWANI,Soyabean,2018,Kharif     ,18712,21556,1.15
Madhya Pradesh,BARWANI,Soyabean,2019,Kharif     ,35403,34624,0.98
Madhya Pradesh,BASTAR,Soyabean,1997,Kharif     ,200,100,0.5
Madhya Pradesh,BASTAR,Soyabean,1998,Kharif     ,100,100,1
Madhya Pradesh,BASTAR,Soyabean,1999,Kharif     ,126,128,1.02
Madhya Pradesh,BETUL,Soyabean,1997,Kharif     ,185200,128400,0.69
Madhya Pradesh,BETUL,Soyabean,1998,Kharif     ,177300,81700,0.46
Madhya Pradesh,BETUL,Soyabean,1999,Kharif     ,168872,105595,0.63
Madhya Pradesh,BETUL,Soyabean,2000,Kharif     ,160638,93409,0.58
Madhya Pradesh,BETUL,Soyabean,2001,Kharif     ,156462,137978,0.88
Madhya Pradesh,BETUL,Soyabean,2002,Kharif     ,160842,104794,0.65
Madhya Pradesh,BETUL,Soyabean,2003,Kharif     ,153247,136725,0.89
Madhya Pradesh,BETUL,Soyabean,2004,Kharif     ,158212,108929,0.69
Madhya Pradesh,BETUL,Soyabean,2005,Kharif     ,176721,189912,1.07
Madhya Pradesh,BETUL,Soyabean,2006,Kharif     ,173919,182385,1.05
Madhya Pradesh,BETUL,Soyabean,2007,Kharif     ,194077,203262,1.05
Madhya Pradesh,BETUL,Soyabean,2008,Kharif     ,196974,222831,1.13
Madhya Pradesh,BETUL,Soyabean,2009,Whole Year ,210304,256667,1.22
Madhya Pradesh,BETUL,Soyabean,2010,Kharif     ,229015,250962,1.1
Madhya Pradesh,BETUL,Soyabean,2011,Kharif     ,206858,262469,1.27
Madhya Pradesh,BETUL,Soyabean,2012,Kharif     ,236004,436686,1.85
Madhya Pradesh,BETUL,Soyabean,2013,Kharif     ,241852,152296,0.63
Madhya Pradesh,BETUL,Soyabean,2014,Kharif     ,188000,388000,2.06
Madhya Pradesh,BETUL,Soyabean,2015,Kharif     ,254000,125000,0.49
Madhya Pradesh,BETUL,Soyabean,2016,Kharif     ,234000,312000,1.33
Madhya Pradesh,BETUL,Soyabean,2017,Kharif     ,223000,297710,1.34
Madhya Pradesh,BETUL,Soyabean,2018,Kharif     ,145330,93157,0.64
Madhya Pradesh,BETUL,Soyabean,2019,Kharif     ,196793,77342,0.39
Madhya Pradesh,BHIND,Soyabean,1997,Kharif     ,600,500,0.83
Madhya Pradesh,BHIND,Soyabean,1998,Kharif     ,900,600,0.67
Madhya Pradesh,BHIND,Soyabean,1999,Kharif     ,151,113,0.75
Madhya Pradesh,BHIND,Soyabean,2000,Kharif     ,194,98,0.51
Madhya Pradesh,BHIND,Soyabean,2001,Kharif     ,107,88,0.82
Madhya Pradesh,BHIND,Soyabean,2002,Kharif     ,20,15,0.75
Madhya Pradesh,BHIND,Soyabean,2003,Kharif     ,31,27,0.87
Madhya Pradesh,BHIND,Soyabean,2004,Kharif     ,165,129,0.78
Madhya Pradesh,BHIND,Soyabean,2005,Kharif     ,82,67,0.82
Madhya Pradesh,BHIND,Soyabean,2006,Kharif     ,28,16,0.57
Madhya Pradesh,BHIND,Soyabean,2007,Kharif     ,26,14,0.54
Madhya Pradesh,BHIND,Soyabean,2008,Kharif     ,2,1,0.5
Madhya Pradesh,BHIND,Soyabean,2009,Whole Year ,1,2,2
Madhya Pradesh,BHIND,Soyabean,2010,Kharif     ,2,,0
Madhya Pradesh,BHIND,Soyabean,2011,Kharif     ,17,14,0.82
Madhya Pradesh,BHIND,Soyabean,2012,Kharif     ,3,2,0.67
Madhya Pradesh,BHIND,Soyabean,2013,Kharif     ,124,140,1.13
Madhya Pradesh,BHIND,Soyabean,2014,Kharif     ,11000,10000,0.91
Madhya Pradesh,BHIND,Soyabean,2015,Kharif     ,1000,1000,1
Madhya Pradesh,BHIND,Soyabean,2017,Kharif     ,500,1000,2
Madhya Pradesh,BHIND,Soyabean,2018,Kharif     ,21,16,0.76
Madhya Pradesh,BHIND,Soyabean,2019,Kharif     ,37,27,0.73
Madhya Pradesh,BHOPAL,Soyabean,1997,Kharif     ,74700,68200,0.91
Madhya Pradesh,BHOPAL,Soyabean,1998,Kharif     ,77800,59400,0.76
